('Voo Air France 358', 1621009936, 'https://www.dailymotion.com/video/x80k5vb', 61148283, 61148312, 0, '', 'Lucasoliveira653', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Voo_Air_France_358', 'request_id': 'e264a000-7324-490f-89ad-67064b9deaff', 'id': '743d7b6e-2b64-497f-af78-36beeb91acb7', 'dt': '2021-05-14T16:32:16Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180728557}, 'id': 105724947, 'type': 'edit', 'namespace': 0, 'title': 'Voo Air France 358', 'comment': '', 'timestamp': 1621009936, 'user': 'Lucasoliveira653', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 6862, 'new': 7057}, 'revision': {'old': 61148283, 'new': 61148312}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'https://www.dailymotion.com/video/x80k5vb'})
('Jornal GloboNews', 1621011113, 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460', 60391694, 61148420, 0, '/* Jornal GloboNews */', 'Kwoo143', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Jornal_GloboNews', 'request_id': '5d6ef05a-b3db-4627-9f02-ce5b50e3c4e7', 'id': 'b7a67608-55fb-4d02-980f-b0578d5302e7', 'dt': '2021-05-14T16:51:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180765516}, 'id': 105725224, 'type': 'edit', 'namespace': 0, 'title': 'Jornal GloboNews', 'comment': '/* Jornal GloboNews */', 'timestamp': 1621011113, 'user': 'Kwoo143', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 4624, 'new': 5490}, 'revision': {'old': 60391694, 'new': 61148420}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/Jornal_GloboNews#Jornal_GloboNews" title="Jornal GloboNews">→\u200eJornal GloboNews</a></span></span>', 'url': 'https://noticiasdatv.uol.com.br/noticia/daniel-castro/para-cortar-custo-globonews-devolve-heraldo-e-promove-aline-midlej-57460'})
('Mangá de esporte', 1621011122, 'https://books.google.com/books?id=ThfHNyM3f-4C', 61144609, 61148423, 0, '/* Bibliografia */ + ref = harv', 'DAR7', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mang%C3%A1_de_esporte', 'request_id': 'c7d22308-db52-4b23-9e89-14d5fc3ccaa2', 'id': '4513f3d5-4639-4901-bbe2-28ec98f65ef4', 'dt': '2021-05-14T16:52:02Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180765850}, 'id': 105725228, 'type': 'edit', 'namespace': 0, 'title': 'Mangá de esporte', 'comment': '/* Bibliografia */ + ref = harv', 'timestamp': 1621011122, 'user': 'DAR7', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 19957, 'new': 20097}, 'revision': {'old': 61144609, 'new': 61148423}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/Mang%C3%A1_de_esporte#Bibliografia" title="Mangá de esporte">→\u200eBibliografia</a>: </span> + ref = harv</span>', 'url': 'https://books.google.com/books?id=ThfHNyM3f-4C'})
('Mangá de esporte', 1621011122, 'https://books.google.com/books?id=dyBdDwAAQBAJ', 61144609, 61148423, 0, '/* Bibliografia */ + ref = harv', 'DAR7', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mang%C3%A1_de_esporte', 'request_id': 'c7d22308-db52-4b23-9e89-14d5fc3ccaa2', 'id': '4513f3d5-4639-4901-bbe2-28ec98f65ef4', 'dt': '2021-05-14T16:52:02Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180765850}, 'id': 105725228, 'type': 'edit', 'namespace': 0, 'title': 'Mangá de esporte', 'comment': '/* Bibliografia */ + ref = harv', 'timestamp': 1621011122, 'user': 'DAR7', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 19957, 'new': 20097}, 'revision': {'old': 61144609, 'new': 61148423}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/Mang%C3%A1_de_esporte#Bibliografia" title="Mangá de esporte">→\u200eBibliografia</a>: </span> + ref = harv</span>', 'url': 'https://books.google.com/books?id=dyBdDwAAQBAJ'})
('Mangá de esporte', 1621011122, 'https://books.google.com/books?id=E03KBgAAQBAJ', 61144609, 61148423, 0, '/* Bibliografia */ + ref = harv', 'DAR7', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mang%C3%A1_de_esporte', 'request_id': 'c7d22308-db52-4b23-9e89-14d5fc3ccaa2', 'id': '4513f3d5-4639-4901-bbe2-28ec98f65ef4', 'dt': '2021-05-14T16:52:02Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180765850}, 'id': 105725228, 'type': 'edit', 'namespace': 0, 'title': 'Mangá de esporte', 'comment': '/* Bibliografia */ + ref = harv', 'timestamp': 1621011122, 'user': 'DAR7', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 19957, 'new': 20097}, 'revision': {'old': 61144609, 'new': 61148423}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/Mang%C3%A1_de_esporte#Bibliografia" title="Mangá de esporte">→\u200eBibliografia</a>: </span> + ref = harv</span>', 'url': 'https://books.google.com/books?id=E03KBgAAQBAJ'})
('Mangá de esporte', 1621011122, 'https://books.google.com/books?id=-s30AgAAQBAJ', 61144609, 61148423, 0, '/* Bibliografia */ + ref = harv', 'DAR7', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mang%C3%A1_de_esporte', 'request_id': 'c7d22308-db52-4b23-9e89-14d5fc3ccaa2', 'id': '4513f3d5-4639-4901-bbe2-28ec98f65ef4', 'dt': '2021-05-14T16:52:02Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180765850}, 'id': 105725228, 'type': 'edit', 'namespace': 0, 'title': 'Mangá de esporte', 'comment': '/* Bibliografia */ + ref = harv', 'timestamp': 1621011122, 'user': 'DAR7', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 19957, 'new': 20097}, 'revision': {'old': 61144609, 'new': 61148423}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/Mang%C3%A1_de_esporte#Bibliografia" title="Mangá de esporte">→\u200eBibliografia</a>: </span> + ref = harv</span>', 'url': 'https://books.google.com/books?id=-s30AgAAQBAJ'})
('Mangá de esporte', 1621011122, 'https://books.google.com/books?id=GvEFDD4rdWMC', 61144609, 61148423, 0, '/* Bibliografia */ + ref = harv', 'DAR7', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mang%C3%A1_de_esporte', 'request_id': 'c7d22308-db52-4b23-9e89-14d5fc3ccaa2', 'id': '4513f3d5-4639-4901-bbe2-28ec98f65ef4', 'dt': '2021-05-14T16:52:02Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180765850}, 'id': 105725228, 'type': 'edit', 'namespace': 0, 'title': 'Mangá de esporte', 'comment': '/* Bibliografia */ + ref = harv', 'timestamp': 1621011122, 'user': 'DAR7', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 19957, 'new': 20097}, 'revision': {'old': 61144609, 'new': 61148423}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/Mang%C3%A1_de_esporte#Bibliografia" title="Mangá de esporte">→\u200eBibliografia</a>: </span> + ref = harv</span>', 'url': 'https://books.google.com/books?id=GvEFDD4rdWMC'})
('Mangá de esporte', 1621011122, 'https://books.google.com/books?id=GdwJAgAAQBAJ&dq', 61144609, 61148423, 0, '/* Bibliografia */ + ref = harv', 'DAR7', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mang%C3%A1_de_esporte', 'request_id': 'c7d22308-db52-4b23-9e89-14d5fc3ccaa2', 'id': '4513f3d5-4639-4901-bbe2-28ec98f65ef4', 'dt': '2021-05-14T16:52:02Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180765850}, 'id': 105725228, 'type': 'edit', 'namespace': 0, 'title': 'Mangá de esporte', 'comment': '/* Bibliografia */ + ref = harv', 'timestamp': 1621011122, 'user': 'DAR7', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 19957, 'new': 20097}, 'revision': {'old': 61144609, 'new': 61148423}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '<span dir="auto"><span class="autocomment"><a href="/wiki/Mang%C3%A1_de_esporte#Bibliografia" title="Mangá de esporte">→\u200eBibliografia</a>: </span> + ref = harv</span>', 'url': 'https://books.google.com/books?id=GdwJAgAAQBAJ&dq'})
('O Beijo do Vampiro', 1621011135, 'https://memoriaglobo.globo.com/entretenimento/novelas/o-beijo-do-vampiro/|título=O', 61147459, 61148425, 0, 'Ajustes. Removendo opiniões que não estão nas fontes.', 'PauloMSimoes', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/O_Beijo_do_Vampiro', 'request_id': '3e443358-7c25-438f-b354-026e0351b8a5', 'id': '7bd14013-7b1f-460d-836a-75e4a9a5ffe0', 'dt': '2021-05-14T16:52:15Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180766250}, 'id': 105725230, 'type': 'edit', 'namespace': 0, 'title': 'O Beijo do Vampiro', 'comment': 'Ajustes. Removendo opiniões que não estão nas fontes.', 'timestamp': 1621011135, 'user': 'PauloMSimoes', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 38817, 'new': 37733}, 'revision': {'old': 61147459, 'new': 61148425}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Ajustes. Removendo opiniões que não estão nas fontes.', 'url': 'https://memoriaglobo.globo.com/entretenimento/novelas/o-beijo-do-vampiro/|título=O'})
('O Beijo do Vampiro', 1621011135, 'http://www1.folha.uol.com.br/fsp/ilustrad/fq2712200204.htm|título=‘BBB', 61147459, 61148425, 0, 'Ajustes. Removendo opiniões que não estão nas fontes.', 'PauloMSimoes', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/O_Beijo_do_Vampiro', 'request_id': '3e443358-7c25-438f-b354-026e0351b8a5', 'id': '7bd14013-7b1f-460d-836a-75e4a9a5ffe0', 'dt': '2021-05-14T16:52:15Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180766250}, 'id': 105725230, 'type': 'edit', 'namespace': 0, 'title': 'O Beijo do Vampiro', 'comment': 'Ajustes. Removendo opiniões que não estão nas fontes.', 'timestamp': 1621011135, 'user': 'PauloMSimoes', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 38817, 'new': 37733}, 'revision': {'old': 61147459, 'new': 61148425}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Ajustes. Removendo opiniões que não estão nas fontes.', 'url': 'http://www1.folha.uol.com.br/fsp/ilustrad/fq2712200204.htm|título=‘BBB'})
('O Beijo do Vampiro', 1621011135, 'http://www.cmjornal.pt/tv-media/detalhe/o-beijo-do-vampiro---estreia-hoje-na-tv-globo|título=O', 61147459, 61148425, 0, 'Ajustes. Removendo opiniões que não estão nas fontes.', 'PauloMSimoes', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/O_Beijo_do_Vampiro', 'request_id': '3e443358-7c25-438f-b354-026e0351b8a5', 'id': '7bd14013-7b1f-460d-836a-75e4a9a5ffe0', 'dt': '2021-05-14T16:52:15Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180766250}, 'id': 105725230, 'type': 'edit', 'namespace': 0, 'title': 'O Beijo do Vampiro', 'comment': 'Ajustes. Removendo opiniões que não estão nas fontes.', 'timestamp': 1621011135, 'user': 'PauloMSimoes', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 38817, 'new': 37733}, 'revision': {'old': 61147459, 'new': 61148425}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Ajustes. Removendo opiniões que não estão nas fontes.', 'url': 'http://www.cmjornal.pt/tv-media/detalhe/o-beijo-do-vampiro---estreia-hoje-na-tv-globo|título=O'})
('Dalva Figueiredo', 1621011195, 'http://www.dalvafigueiredo.com.br/|3=Site', 60228762, 61148430, 0, '', 'Perci Hong', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Dalva_Figueiredo', 'request_id': 'fa7288dd-8bb1-41ce-90ab-55b3e720d535', 'id': '23b5ca92-41a1-4b68-b3d1-5795f5087377', 'dt': '2021-05-14T16:53:15Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180768096}, 'id': 105725245, 'type': 'edit', 'namespace': 0, 'title': 'Dalva Figueiredo', 'comment': '', 'timestamp': 1621011195, 'user': 'Perci Hong', 'bot': False, 'minor': True, 'patrolled': False, 'length': {'old': 12120, 'new': 12277}, 'revision': {'old': 60228762, 'new': 61148430}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'http://www.dalvafigueiredo.com.br/|3=Site'})
('Mulungu do Morro', 1621011241, 'https://politica.estadao.com.br/eleicoes/2020/candidatos/ba/mulungu-do-morro|título=Candidatos', 60220878, 61148432, 0, 'Novo prefeito eleito', 'Luiz79', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Mulungu_do_Morro', 'request_id': '2b1fd3d7-3e83-45d4-9fbd-08eddfe1ca0e', 'id': 'e7b454d2-184e-407d-a7b2-bbe09c6efeb0', 'dt': '2021-05-14T16:54:01Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180769505}, 'id': 105725257, 'type': 'edit', 'namespace': 0, 'title': 'Mulungu do Morro', 'comment': 'Novo prefeito eleito', 'timestamp': 1621011241, 'user': 'Luiz79', 'bot': False, 'minor': False, 'patrolled': False, 'length': {'old': 5728, 'new': 5934}, 'revision': {'old': 60220878, 'new': 61148432}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'Novo prefeito eleito', 'url': 'https://politica.estadao.com.br/eleicoes/2020/candidatos/ba/mulungu-do-morro|título=Candidatos'})
('União de Brest', 1621011353, 'http://books.google.com/books?ie=UTF-8&vid=ISBN0813507995&id=LACpYP-g1y8C&pg=PA347&lpg=PA347&dq=Union+of+Lublin&sig=jqbrgVMQMeBPzdorAMK3tuMHiFk', 58635525, 61148441, 0, '', 'Valberto Silva', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Uni%C3%A3o_de_Brest', 'request_id': '8ef65e1c-4503-429e-9648-5f3d8ba35dac', 'id': '87195416-5138-4ea5-8ebf-73b0e84f2fa2', 'dt': '2021-05-14T16:55:53Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180772903}, 'id': 105725280, 'type': 'edit', 'namespace': 0, 'title': 'União de Brest', 'comment': '', 'timestamp': 1621011353, 'user': 'Valberto Silva', 'bot': False, 'minor': False, 'patrolled': True, 'length': {'old': 2343, 'new': 2457}, 'revision': {'old': 58635525, 'new': 61148441}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': '', 'url': 'http://books.google.com/books?ie=UTF-8&vid=ISBN0813507995&id=LACpYP-g1y8C&pg=PA347&lpg=PA347&dq=Union+of+Lublin&sig=jqbrgVMQMeBPzdorAMK3tuMHiFk'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://dengekionline.com/elem/000/000/360/360827/index-4.html', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://dengekionline.com/elem/000/000/360/360827/index-4.html'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20210121213300/https://www.koi-nya.net/2015/03/14/el-desarrollador-kazutaka-kodaka-habla-sobre-la-creacion-de-danganronpa/', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20210121213300/https://www.koi-nya.net/2015/03/14/el-desarrollador-kazutaka-kodaka-habla-sobre-la-creacion-de-danganronpa/'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://dengekionline.com/elem/000/000/360/360827/index-4.html', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://dengekionline.com/elem/000/000/360/360827/index-4.html'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20210207133509/https://www.youtube.com/watch?v=BZaPvl-gWKk&t=404s', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20210207133509/https://www.youtube.com/watch?v=BZaPvl-gWKk&t=404s'})
('Usuário:Liquet/Testes/Variedades 5', 1621011381, 'https://web.archive.org/web/20180708165307/https://www.animatetimes.com/news/details.php?id=1449038092', 61147805, 61148443, 2, 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'Keijuu', {'$schema': '/mediawiki/recentchange/1.0.0', 'meta': {'uri': 'https://pt.wikipedia.org/wiki/Usu%C3%A1rio:Liquet/Testes/Variedades_5', 'request_id': '61e515f6-a3bd-4d3b-864c-50eaeecca2c2', 'id': '9853c574-1c45-4e6c-9f19-939944d78714', 'dt': '2021-05-14T16:56:21Z', 'domain': 'pt.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3180773775}, 'id': 105725282, 'type': 'edit', 'namespace': 2, 'title': 'Usuário:Liquet/Testes/Variedades 5', 'comment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando [[user:Luizdl/Script de ajustes.js|script]]', 'timestamp': 1621011381, 'user': 'Keijuu', 'bot': False, 'minor': True, 'patrolled': True, 'length': {'old': 69406, 'new': 70920}, 'revision': {'old': 61147805, 'new': 61148443}, 'server_url': 'https://pt.wikipedia.org', 'server_name': 'pt.wikipedia.org', 'server_script_path': '/w', 'wiki': 'ptwiki', 'parsedcomment': 'ajustando datas, traduzindo nome/parâmetro nas citações, outros ajustes usando <a href="/wiki/Usu%C3%A1rio:Luizdl/Script_de_ajustes.js" title="Usuário:Luizdl/Script de ajustes.js">script</a>', 'url': 'https://web.archive.org/web/20180708165307/https://www.animatetimes.com/news/details.php?id=1449038092'})
